,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
271,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2.899608,1994-12-21,0.0,97.0,Released,Mixed Nuts,5.2,37.0,1994
274,6,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,1.137266,1995-01-27,5.0,95.0,Released,Miami Rhapsody,5.6,7.0,1995
275,5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,3.121288,1995-05-03,0.0,128.0,Released,My Family,7.0,11.0,1995
278,31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.930957,1994-12-23,106683817.0,112.0,Released,Nell,6.1,128.0,1994
281,4800000,"[{'id': 27, 'name': 'Horror'}]",en,0.426952,1994-04-22,0.0,89.0,Released,Beyond Bedlam,4.0,4.0,1994
284,34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,11.226856,1994-08-25,50282766.0,119.0,Released,Natural Born Killers,6.9,927.0,1994
288,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,13.676444,1995-03-10,189859560.0,127.0,Released,Outbreak,6.4,522.0,1995
289,16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",fr,20.477329,1994-09-14,45284974.0,110.0,Released,Leon: The Professional,8.2,4293.0,1994
290,11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.433544,1995-05-12,2832826.0,113.0,Released,The Perez Family,6.6,9.0,1995
292,8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,140.950236,1994-09-10,213928762.0,154.0,Released,Pulp Fiction,8.3,8670.0,1994
294,400000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",zh,1.638622,1992-02-01,152322.0,105.0,Released,Pushing Hands,6.1,9.0,1992
299,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",en,7.54701,1995-02-09,18552460.0,107.0,Released,The Quick and the Dead,6.2,431.0,1995
300,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",sv,3.395867,1995-03-01,12400000.0,108.0,Released,Roommates,6.4,7.0,1995
301,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,6.259433,1994-12-23,11300653.0,133.0,Released,Prêt-à-Porter,5.3,33.0,1994
309,35000000,"[{'id': 16, 'name': 'Animation'}]",en,8.910462,1994-11-18,9771658.0,89.0,Released,The Swan Princess,6.5,251.0,1994
311,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,10.388183,1994-10-07,170362582.0,110.0,Released,The Specialist,5.5,317.0,1994
312,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,13.328924,1994-10-27,196567262.0,121.0,Released,Stargate,6.8,942.0,1994
313,22000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,9.665424,1994-11-10,189833357.0,97.0,Released,The Santa Clause,6.3,501.0,1994
314,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,51.645403,1994-09-23,28341469.0,142.0,Released,The Shawshank Redemption,8.5,8358.0,1994
319,32,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.407427,1994-07-12,0.0,100.0,Released,The Sum of Us,6.0,21.0,1994
322,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,7.602087,1995-03-31,4064495.0,98.0,Released,Tank Girl,5.5,140.0,1995
324,38000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,8.105708,1994-11-17,120000000.0,118.0,Released,Star Trek: Generations,6.4,461.0,1994
325,6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,2.86007,1995-05-24,12000000.0,98.0,Released,Tales from the Hood,5.4,33.0,1995
330,6500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,2.059771,1995-04-28,0.0,99.0,Released,The Underneath,5.6,15.0,1995
332,11000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,10.3919,1993-12-17,10032765.0,118.0,Released,What's Eating Gilbert Grape,7.5,943.0,1993
333,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,5.188399,1995-08-04,24048000.0,106.0,Released,Virtuosity,5.4,163.0,1995
334,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,15.783615,1995-04-21,182057016.0,103.0,Released,While You Were Sleeping,6.5,340.0,1995
337,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,5.254847,1994-09-29,15119639.0,106.0,Released,Muriel's Wedding,6.9,104.0,1994
339,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",en,11.247957,1994-02-04,107217396.0,86.0,Released,Ace Ventura: Pet Detective,6.4,1684.0,1994
342,5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.298195,1992-09-02,1862805.0,139.0,Released,Bitter Moon,7.0,115.0,1992
344,62000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,7.513245,1994-08-03,215887717.0,141.0,Released,Clear and Present Danger,6.4,390.0,1994
345,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,15.263829,1994-07-20,117615211.0,119.0,Released,The Client,6.4,287.0,1994
348,15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,15.799336,1994-05-11,94000000.0,102.0,Released,The Crow,7.3,980.0,1994
350,46000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,15.019586,1994-05-26,341631208.0,91.0,Released,The Flintstones,5.0,559.0,1994
351,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,48.307194,1994-07-06,677945399.0,142.0,Released,Forrest Gump,8.2,8147.0,1994
352,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.990345,1994-03-09,254700832.0,117.0,Released,Four Weddings and a Funeral,6.6,654.0,1994
355,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,3.570874,1994-06-29,61947267.0,123.0,Released,I Love Trouble,5.3,41.0,1994
359,45000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",en,21.605761,1994-06-23,788241776.0,89.0,Released,The Lion King,8.0,5520.0,1994
360,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,5.681522,1993-12-01,4858139.0,140.0,Released,Little Buddha,6.0,76.0,1993
361,14000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",en,9.860522,1994-10-13,18090181.0,112.0,Released,New Nightmare,6.4,297.0,1994
362,23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",en,14.13488,1994-07-29,351583407.0,101.0,Released,The Mask,6.6,2550.0,1994
365,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,10.587232,1994-03-18,51132598.0,83.0,Released,The Naked Gun 33⅓: The Final Insult,6.4,535.0,1994
366,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,4.006063,1994-03-18,0.0,112.0,Released,The Paper,6.1,40.0,1994
367,11500000,"[{'id': 18, 'name': 'Drama'}]",en,6.514592,1994-02-18,20079850.0,99.0,Released,Reality Bites,6.5,180.0,1994
368,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.137903,1993-07-08,2000000.0,98.0,Released,Red Rock West,6.4,71.0,1993
369,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,6.595255,1994-12-19,0.0,95.0,Released,Ri¢hie Ri¢h,5.4,426.0,1994
371,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,10.511241,1994-09-30,0.0,111.0,Released,The River Wild,6.1,214.0,1994
372,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",en,10.859292,1994-06-09,350448145.0,116.0,Released,Speed,6.8,1814.0,1994
374,27000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,8.907074,1994-09-15,101646581.0,99.0,Released,Timecop,5.5,288.0,1994
375,115000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,11.396099,1994-07-14,378882411.0,141.0,Released,True Lies,6.8,1138.0,1994
378,63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",en,9.277147,1994-06-24,25052000.0,191.0,Released,Wyatt Earp,6.5,203.0,1994
382,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,3.021526,1994-11-23,29392418.0,100.0,Released,A Low Down Dirty Shame,6.0,31.0,1994
385,45000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,4.220541,1965-08-06,0.0,83.0,Released,"Faster, Pussycat! Kill! Kill!",6.5,59.0,1965
386,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.912909,1994-09-28,20851521.0,119.0,Released,Jason's Lyric,5.9,9.0,1994
388,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,13.58449,1994-12-22,99423521.0,102.0,Released,Street Fighter,4.1,330.0,1994
400,26000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,6.866634,1994-11-29,36800000.0,99.0,Released,Highlander: The Final Dimension,4.5,110.0,1994
402,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,8.497643,1994-12-12,8946600.0,95.0,Released,In the Mouth of Madness,7.1,307.0,1994
407,34000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.013617,1993-09-17,32255440.0,139.0,Released,The Age of Innocence,7.0,172.0,1993
409,17080000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,1.896273,1994-01-07,21011500.0,107.0,Released,The Air Up There,5.1,42.0,1994
412,3200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.632711,1994-07-29,0.0,100.0,Released,Barcelona,6.6,20.0,1994
413,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,2.783872,1994-05-06,0.0,122.0,Released,Being Human,5.0,15.0,1994
415,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,11.787784,1994-05-24,119208989.0,104.0,Released,Beverly Hills Cop III,5.5,445.0,1994
421,13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,6.559693,1993-06-09,428868.0,87.0,Released,Body Snatchers,5.8,102.0,1993
423,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,6.115628,1993-09-14,17287898.0,121.0,Released,A Bronx Tale,7.4,447.0,1993
425,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,1.316741,1993-09-03,2570145.0,90.0,Released,Calendar Girl,3.7,10.0,1993
426,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,8.698509,1993-11-10,36516012.0,144.0,Released,Carlito's Way,7.7,805.0,1993
429,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,9.830853,1993-05-28,255000211.0,112.0,Released,Cliffhanger,6.1,600.0,1993
431,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,14.228963,1994-08-19,19726050.0,121.0,Released,Color of Night,5.4,117.0,1994
436,6900000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,6.8652,1993-09-24,7993039.0,102.0,Released,Dazed and Confused,7.4,588.0,1993
437,57000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.626116,1993-10-08,159055768.0,115.0,Released,Demolition Man,6.4,1018.0,1993
439,8000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,2.970724,1994-05-13,0.0,96.0,Released,Even Cowgirls Get the Blues,4.2,29.0,1994
448,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.468869,1993-10-01,11146270.0,94.0,Released,For Love or Money,5.7,77.0,1993
449,42000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,9.678367,1993-06-30,270248367.0,154.0,Released,The Firm,6.6,513.0,1993
450,20000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,5.990572,1993-07-16,153698625.0,112.0,Released,Free Willy,6.0,429.0,1993
452,44000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,10.08937,1993-08-06,368875760.0,130.0,Released,The Fugitive,7.2,1240.0,1993
453,35000000,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,4.653462,1993-12-10,18635620.0,115.0,Released,Geronimo: An American Legend,5.9,44.0,1993
455,30000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,2.410545,1994-06-17,0.0,109.0,Released,Getting Even with Dad,4.5,43.0,1994
459,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,7.834351,1993-08-20,74189677.0,97.0,Released,Hard Target,6.1,237.0,1993
460,33000000,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,4.190541,1993-12-24,0.0,140.0,Released,Heaven & Earth,6.4,51.0,1993
461,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",en,13.482371,1993-05-21,133752825.0,86.0,Released,Hot Shots! Part Deux,6.2,463.0,1993
464,25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,10.687795,1993-10-19,0.0,140.0,Released,The House of the Spirits,6.7,135.0,1993
466,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.550545,1994-03-11,0.0,111.0,Released,The Hudsucker Proxy,7.1,280.0,1994
467,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,1.742974,1994-02-04,0.0,115.0,Released,I'll Do Anything,5.7,18.0,1994
469,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,12.637158,1993-07-08,176997168.0,128.0,Released,In the Line of Fire,6.8,392.0,1993
470,13000000,"[{'id': 18, 'name': 'Drama'}]",en,7.405895,1993-12-12,65796862.0,133.0,Released,In the Name of the Father,7.6,363.0,1993
473,30000000,"[{'id': 35, 'name': 'Comedy'}]",en,4.563989,1994-03-30,0.0,112.0,Released,Jimmy Hollywood,4.6,17.0,1994
475,63000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.863776,1993-06-11,920100000.0,127.0,Released,Jurassic Park,7.6,4956.0,1993
476,9000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,8.4337,1993-09-01,2395231.0,117.0,Released,Kalifornia,6.5,209.0,1993
477,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,4.948569,1993-10-01,418961.0,96.0,Released,Killing Zoe,6.1,111.0,1993
480,85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,9.434006,1993-06-18,137298489.0,130.0,Released,Last Action Hero,6.1,725.0,1993
484,22000000,"[{'id': 35, 'name': 'Comedy'}]",en,5.43085,1993-05-27,0.0,111.0,Released,Made in America,5.3,86.0,1993
487,13500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",en,8.939404,1993-08-18,11285588.0,104.0,Released,Manhattan Murder Mystery,7.1,169.0,1993
488,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,5.260924,1993-05-26,27900000.0,97.0,Released,Menace II Society,7.2,179.0,1993
489,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,13.106291,1996-03-15,121969216.0,133.0,Released,Executive Decision,5.8,261.0,1996
492,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.62724,1993-05-07,0.0,111.0,Released,Much Ado About Nothing,7.2,194.0,1993
495,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,11.16553,1993-11-24,441286195.0,125.0,Released,Mrs. Doubtfire,7.0,1638.0,1993
497,12000000,"[{'id': 12, 'name': 'Adventure'}]",en,9.9697,1994-07-18,15826984.0,107.0,Released,The Next Karate Kid,4.8,202.0,1994
499,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,9.715187,1994-04-29,15340000.0,118.0,Released,No Escape,6.1,86.0,1994
500,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,15.534707,1994-07-22,0.0,87.0,Released,North,4.8,67.0,1994
501,4000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,3.800785,1992-09-01,0.0,93.0,Released,Orlando,6.7,53.0,1992
502,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,8.040589,1993-11-24,135130999.0,138.0,Released,A Perfect World,7.2,376.0,1993
503,26000000,"[{'id': 18, 'name': 'Drama'}]",en,13.373006,1993-12-22,206678440.0,125.0,Released,Philadelphia,7.6,1019.0,1993
504,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,7.436758,1993-05-19,116700000.0,121.0,Released,The Piano,7.1,290.0,1993
505,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.972599,1993-07-23,27515786.0,109.0,Released,Poetic Justice,6.9,47.0,1993
509,11000000,"[{'id': 35, 'name': 'Comedy'}]",en,5.868677,1994-03-09,11439193.0,97.0,Released,The Ref,6.7,99.0,1994
510,11500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,12.222576,1993-11-05,23237911.0,134.0,Released,The Remains of the Day,7.5,213.0,1993
511,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",en,4.985157,1994-06-03,24332324.0,128.0,Released,Renaissance Man,5.9,83.0,1994
514,22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,8.685798,1993-04-17,10696210.0,104.0,Released,RoboCop 3,4.2,309.0,1993
515,20000000,"[{'id': 35, 'name': 'Comedy'}]",en,17.136672,1993-07-28,35739755.0,104.0,Released,Robin Hood: Men in Tights,6.4,575.0,1993
516,11500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,9.796318,1993-09-13,3275585.0,100.0,Released,Romeo Is Bleeding,5.7,36.0,1993
518,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,0.941994,1993-10-08,1001437.0,114.0,Released,Ruby in Paradise,5.6,10.0,1993
519,12000000,"[{'id': 18, 'name': 'Drama'}]",en,5.914833,1993-09-17,22750363.0,114.0,Released,Rudy,7.2,187.0,1993
522,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,41.725123,1993-11-29,321365567.0,195.0,Released,Schindler's List,8.3,4436.0,1993
527,13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,5.305311,1994-04-13,7820688.0,95.0,Released,Serial Mom,6.4,137.0,1994
528,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,7.881107,1994-07-01,48063435.0,108.0,Released,The Shadow,5.4,140.0,1994
529,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2.96586,1993-12-25,0.0,131.0,Released,Shadowlands,6.8,61.0,1993
534,21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.234919,1993-06-24,227799884.0,105.0,Released,Sleepless in Seattle,6.5,630.0,1993
535,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.23297,1993-05-21,116300000.0,108.0,Released,Sliver,4.9,144.0,1993
536,28000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,96.272374,1982-06-25,33139618.0,117.0,Released,Blade Runner,7.9,3833.0,1982
538,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",en,8.051914,1993-07-30,11585483.0,93.0,Released,So I Married an Axe Murderer,6.1,131.0,1993
539,30,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,13.390917,1993-09-17,0.0,102.0,Released,Striking Distance,5.4,223.0,1993
541,48000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,7.198455,1993-05-28,20915465.0,104.0,Released,Super Mario Bros.,4.0,236.0,1993
