,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen,longitude,latitude,postalcode
168,2020,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,,26.0,53.8,26.9,26.0,,1388.0,1328.0,5.04148,47.322047,21
169,2019,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,,27.0,66.7,29.6,27.0,,1616.0,1529.0,5.04148,47.322047,21
170,2010,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,1437.0,6.0,83.0,67.0,6,,,,5.04148,47.322047,21
171,2017,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,1872.0,27.0,63.0,29.6,27,,,,5.04148,47.322047,21
172,2018,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,,34.0,76.5,41.2,34,,1698.0,1635.0,5.04148,47.322047,21
173,2021,bcpst,A BIO,Agrosup Dijon (Cursus agronome) fonctionnaire,,,,,,,,,,,25.0,68.0,20.0,25,,1430.0,1391.0,5.04148,47.322047,21
174,2011,bcpst,A BIO,Concours commun A BIO,2946.0,70.0,26.0,2231.0,71.0,31.0,2034.0,71.0,32.0,,973.0,,,964.0,,,,,,
175,2012,bcpst,A BIO,Concours commun A BIO,2915.0,69.0,25.0,2234.0,68.0,31.0,2016.0,69.0,32.0,,949.0,,,977.0,,,,,,
176,2013,bcpst,A BIO,Concours commun A BIO,3009.0,68.0,27.0,2234.0,67.0,32.0,2054.0,68.0,33.0,,952.0,,,958.0,,,,,,
177,2014,bcpst,A BIO,Concours commun A BIO,2991.0,69.0,26.0,2235.0,69.0,31.0,2056.0,69.0,32.0,,1029.0,,,977.0,,,,,,
178,2015,bcpst,A BIO,Concours commun A BIO,2753.0,68.0,19.0,2183.0,68.0,22.0,2012.0,68.0,23.0,,893.0,,,956.0,,,,,,
179,2006,bcpst,BIO A,Concours commun A BIO,2620.0,67.0,21.0,1984.0,67.0,25.0,1821.0,67.0,26.0,,877.0,,,901.0,,,,,,
180,2009,bcpst,A BIO,Concours commun A BIO,2744.0,71.0,23.0,2114.0,71.0,28.0,1983.0,71.0,29.0,,917.0,,,945.0,,,,,,
181,2008,bcpst,A BIO,Concours commun A BIO,2699.0,70.0,24.0,2097.0,72.0,29.0,1949.0,71.0,30.0,,908.0,,,934.0,,,,,,
182,2007,BCPST,A BIO,Concours commun A BIO,2726.0,69.0,23.0,2077.0,70.0,28.0,1911.0,70.0,29.0,,928.0,,,924.0,,,,,,
183,2010,bcpst,A BIO,Concours commun A BIO,2928.0,71.0,24.0,2199.0,70.0,29.0,2033.0,70.0,30.0,,943.0,,,949,,,,,,
184,2011,bcpst,A ENV,ENV Alfort,,,,,,,,,,429.0,94.0,72.0,44.0,94.0,,,,2.4240293,48.81274190000001,94
185,2012,bcpst,A ENV,ENV Alfort,,,,,,,,,,313.0,94.0,72.0,35.0,94.0,,,,2.4240293,48.81274190000001,94
186,2013,bcpst,A ENV,ENV Alfort,,,,,,,,,,419.0,109.0,70.0,37.0,109.0,,,,2.4240293,48.81274190000001,94
187,2014,bcpst,A ENV,ENV Alfort,,,,,,,,,,503.0,109.0,69.0,45.0,109.0,,,,2.4240293,48.81274190000001,94
188,2015,bcpst,A ENV,ENV Alfort,,,,,,,,,,534.0,109.0,72.0,39.0,109.0,,,,2.4240293,48.81274190000001,94
189,2006,bcpst,VETO,ENV Alfort,,,,,,,,,,387.0,93.0,67.0,38.0,93.0,,,,2.4240293,48.81274190000001,94
190,2016,bcpst,A ENV,ENV Alfort,,,,,,,,,,503.0,109.0,80.7,35.8,109.0,,,,2.4240293,48.81274190000001,94
191,2009,bcpst,A ENV,ENV Alfort,,,,,,,,,,346.0,94.0,75.0,44.0,94.0,,,,2.4240293,48.81274190000001,94
192,2020,tb,Concours A TB ENV,ENV Alfort,,,,,,,,,,,2.0,50.0,50.0,2.0,,4.0,4.0,2.4240293,48.81274190000001,94
193,2020,bcpst,A ENV,ENV Alfort,,,,,,,,,,,110.0,71.8,36.4,110.0,,209.0,224.0,2.4240293,48.81274190000001,94
194,2008,bcpst,A ENV,ENV Alfort,,,,,,,,,,455.0,94.0,78.0,45.0,94.0,,,,2.4240293,48.81274190000001,94
195,2007,BCPST,A ENV,ENV Alfort,,,,,,,,,,398.0,93.0,77.0,55.0,93.0,,,,2.4240293,48.81274190000001,94
196,2019,bcpst,A ENV,ENV Alfort,,,,,,,,,,,109.0,79.8,41.3,109.0,,244.0,247.0,2.4240293,48.81274190000001,94
197,2019,tb,Concours A TB ENV,ENV Alfort,,,,,,,,,,,2.0,50.0,50.0,2.0,,5.0,5.0,2.4240293,48.81274190000001,94
198,2010,bcpst,A ENV,ENV Alfort,,,,,,,,,,460.0,94.0,81.0,44.0,94,,,,2.4240293,48.81274190000001,94
199,2005,bcpst,VETO,ENV Alfort,,,,,,,,,,214.0,45.0,75.0,3.0,45.0,,,,2.4240293,48.81274190000001,94
200,2017,bcpst,A ENV,ENV Alfort,,,,,,,,,,430.0,109.0,81.7,42.2,109,,,,2.4240293,48.81274190000001,94
201,2018,bcpst,A ENV,ENV Alfort,,,,,,,,,,,109.0,77.1,36.7,109,,271.0,256.0,2.4240293,48.81274190000001,94
202,2021,bcpst,A ENV,ENV Alfort,,,,,,,,,,,110.0,76.4,43.6,110,,248.0,242.0,2.4240293,48.81274190000001,94
203,2021,tb,Concours A TB ENV,ENV Alfort,,,,,,,,,,,2.0,50.0,100.0,2,,10.0,10.0,2.4240293,48.81274190000001,94
204,2011,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,425.0,94.0,71.0,52.0,94.0,,,,4.7072663,45.7921752,69
205,2012,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,403.0,94.0,68.0,52.0,94.0,,,,4.7072663,45.7921752,69
206,2013,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,399.0,109.0,69.0,56.0,109.0,,,,4.7072663,45.7921752,69
207,2014,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,341.0,109.0,75.0,50.0,109.0,,,,4.7072663,45.7921752,69
208,2015,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,460.0,109.0,70.0,37.0,109.0,,,,4.7072663,45.7921752,69
209,2016,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,456.0,109.0,75.2,45.9,109.0,,,,4.7072663,45.7921752,69
210,2020,tb,Concours A TB ENV,VetAgro Sup Lyon,,,,,,,,,,,3.0,33.3,66.7,3.0,,4.0,4.0,4.7072663,45.7921752,69
211,2020,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,,121.0,72.7,38.8,121.0,,207.0,214.0,4.7072663,45.7921752,69
212,2019,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,,120.0,76.7,45.8,120.0,,185.0,189.0,4.7072663,45.7921752,69
213,2019,tb,Concours A TB ENV,VetAgro Sup Lyon,,,,,,,,,,,3.0,100.0,66.7,3.0,,10.0,9.0,4.7072663,45.7921752,69
214,2017,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,379.0,109.0,73.4,42.2,109,,,,4.7072663,45.7921752,69
215,2018,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,,120.0,74.2,48.3,120,,218.0,226.0,4.7072663,45.7921752,69
216,2021,bcpst,A ENV,VetAgro Sup Lyon,,,,,,,,,,,121.0,71.1,57.0,121,,192.0,197.0,4.7072663,45.7921752,69
217,2021,tb,Concours A TB ENV,VetAgro Sup Lyon,,,,,,,,,,,3.0,66.7,33.3,3,,5.0,9.0,4.7072663,45.7921752,69
218,2011,bcpst,A ENV,Oniris Nantes (cursus vétérinaire),,,,,,,,,,478.0,94.0,77.0,72.0,94.0,,,,-1.5227746,47.2891843,44
219,2012,bcpst,A ENV,Oniris Nantes (cursus vétérinaire),,,,,,,,,,461.0,94.0,82.0,68.0,94.0,,,,-1.5227746,47.2891843,44
220,2011,bcpst,A ENV,ENV Toulouse,,,,,,,,,,475.0,94.0,73.0,63.0,94.0,,,,1.3841702,43.6019953,31
221,2012,bcpst,A ENV,ENV Toulouse,,,,,,,,,,427.0,94.0,77.0,52.0,94.0,,,,1.3841702,43.6019953,31
222,2013,bcpst,A ENV,ENV Toulouse,,,,,,,,,,521.0,109.0,71.0,53.0,109.0,,,,1.3841702,43.6019953,31
223,2014,bcpst,A ENV,ENV Toulouse,,,,,,,,,,557.0,109.0,75.0,51.0,109.0,,,,1.3841702,43.6019953,31
224,2015,bcpst,A ENV,ENV Toulouse,,,,,,,,,,539.0,109.0,70.0,44.0,109.0,,,,1.3841702,43.6019953,31
225,2006,bcpst,VETO,ENV Toulouse,,,,,,,,,,442.0,93.0,68.0,41.0,93.0,,,,1.3841702,43.6019953,31
226,2016,bcpst,A ENV,ENV Toulouse,,,,,,,,,,545.0,109.0,68.8,42.2,109.0,,,,1.3841702,43.6019953,31
227,2009,bcpst,A ENV,ENV Toulouse,,,,,,,,,,449.0,94.0,76.0,53.0,94.0,,,,1.3841702,43.6019953,31
228,2020,tb,Concours A TB ENV,ENV Toulouse,,,,,,,,,,,2.0,0.0,0.0,2.0,,6.0,6.0,1.3841702,43.6019953,31
229,2020,bcpst,A ENV,ENV Toulouse,,,,,,,,,,,115.0,76.5,51.3,115.0,,410.0,345.0,1.3841702,43.6019953,31
230,2008,bcpst,A ENV,ENV Toulouse,,,,,,,,,,460.0,94.0,65.0,49.0,94.0,,,,1.3841702,43.6019953,31
231,2007,BCPST,A ENV,ENV Toulouse,,,,,,,,,,440.0,93.0,74.0,49.0,93.0,,,,1.3841702,43.6019953,31
232,2019,bcpst,A ENV,ENV Toulouse,,,,,,,,,,,114.0,73.7,47.4,114.0,,391.0,355.0,1.3841702,43.6019953,31
233,2019,tb,Concours A TB ENV,ENV Toulouse,,,,,,,,,,,3.0,66.7,33.3,3.0,,15.0,13.0,1.3841702,43.6019953,31
234,2010,bcpst,A ENV,ENV Toulouse,,,,,,,,,,441.0,94.0,75.0,64.0,94,,,,1.3841702,43.6019953,31
235,2005,bcpst,VETO,ENV Toulouse,,,,,,,,,,267.0,45.0,68.0,3.0,45.0,,,,1.3841702,43.6019953,31
236,2017,bcpst,A ENV,ENV Toulouse,,,,,,,,,,522.0,109.0,71.6,47.7,109,,,,1.3841702,43.6019953,31
237,2018,bcpst,A ENV,ENV Toulouse,,,,,,,,,,,114.0,73.7,45.6,114,,366.0,338.0,1.3841702,43.6019953,31
238,2021,bcpst,A ENV,ENV Toulouse,,,,,,,,,,,114.0,72.8,39.5,114,,375.0,336.0,1.3841702,43.6019953,31
239,2021,tb,Concours A TB ENV,ENV Toulouse,,,,,,,,,,,3.0,66.7,66.7,3,,16.0,14.0,1.3841702,43.6019953,31
240,2011,bcpst,A ENV,Concours commun A ENV,1984.0,72.0,31.0,901.0,74.0,43.0,555.0,71.0,48.0,,376.0,,,376.0,,,,1.3841702,43.6019953,31
241,2012,bcpst,A ENV,Concours commun A ENV,1845.0,71.0,30.0,876.0,69.0,43.0,550.0,70.0,47.0,,376.0,,,376.0,,,,1.3841702,43.6019953,31
242,2013,bcpst,A ENV,Concours commun A ENV,1984.0,70.0,31.0,890.0,69.0,43.0,569.0,68.0,46.0,,436.0,,,436.0,,,,1.3841702,43.6019953,31
243,2014,bcpst,A ENV,Concours commun A ENV,1967.0,72.0,30.0,887.0,69.0,42.0,569.0,67.0,44.0,,436.0,,,436.0,,,,1.3841702,43.6019953,31
244,2015,bcpst,A ENV,Concours commun A ENV,1815.0,71.0,22.0,885.0,69.0,32.0,570.0,69.0,35.0,,436.0,,,436.0,,,,1.3841702,43.6019953,31
245,2006,bcpst,VETO,Concours commun A ENV,1640.0,70.0,26.0,804.0,70.0,35.0,549.0,69.0,34.0,,372.0,,,372.0,,,,1.3841702,43.6019953,31
246,2009,bcpst,A ENV,Concours commun A ENV,1749.0,74.0,28.0,877.0,74.0,40.0,553.0,72.0,44.0,,376.0,,,376.0,,,,1.3841702,43.6019953,31
247,2008,bcpst,A ENV,Concours commun A ENV,1693.0,73.0,28.0,869.0,75.0,40.0,555.0,73.0,43.0,,376.0,,,376.0,,,,1.3841702,43.6019953,31
248,2007,BCPST,A ENV,Concours commun A ENV,1687.0,73.0,29.0,860.0,74.0,40.0,550.0,73.0,44.0,,372.0,,,372.0,,,,1.3841702,43.6019953,31
249,2010,bcpst,A ENV,Concours commun A ENV,1879.0,75.0,29.0,898.0,75.0,41.0,557.0,76.0,47.0,,376.0,,,376,,,,1.3841702,43.6019953,31
250,2011,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,203.0,5.0,40.0,40.0,5.0,,,,2.3475905,48.8412746,75
251,2011,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1433.0,29.0,32.0,449.0,24.0,36.0,387.0,24.0,36.0,364,62.0,29.0,39.0,59.0,,,,2.3475905,48.8412746,75
252,2012,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1392.0,27.0,32.0,460.0,23.0,34.0,387.0,21.0,32.0,387,50.0,36.0,30.0,60.0,,,,2.3475905,48.8412746,75
253,2012,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,193.0,5.0,60.0,20.0,4.0,,,,2.3475905,48.8412746,75
254,2013,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1396.0,28.0,32.0,462.0,20.0,39.0,387.0,20.0,38.0,383,61.0,24.0,45.0,60.0,,,,2.3475905,48.8412746,75
255,2013,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,91.0,3.0,33.0,100.0,3.0,,,,2.3475905,48.8412746,75
256,2014,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1510.0,28.0,34.0,471.0,23.0,35.0,381.0,23.0,34.0,326,56.0,28.0,36.0,60.0,,,,2.3475905,48.8412746,75
257,2014,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,130.0,2.0,0.0,100.0,3.0,,,,2.3475905,48.8412746,75
258,2015,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1332.0,31.0,29.0,472.0,26.0,33.0,378.0,26.0,34.0,327,57.0,50.0,25.0,55.0,,,,2.3475905,48.8412746,75
259,2015,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,31.0,2.0,50.0,0.0,2.0,,,,2.3475905,48.8412746,75
260,2016,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,12.0,2.0,0.0,0.0,2.0,,,,2.3475905,48.8412746,75
261,2016,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1412.0,29.5,30.0,464.0,25.9,31.5,378.0,24.9,32.5,300.0,56.0,32.1,50.0,55.0,,,,2.3475905,48.8412746,75
262,2009,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,146.0,5.0,40.0,40.0,5.0,,,,2.3475905,48.8412746,75
263,2009,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1314.0,31.0,29.0,453.0,30.0,34.0,375.0,28.0,32.0,375,56.0,33.0,25.0,59.0,,,,2.3475905,48.8412746,75
264,2010,pc,CONCOURS ECOLE POLYTECHNIQUE,ESPCI ParisTech,1229.0,27.0,31.0,446.0,22.0,39.0,378.0,23.0,37.0,378,58.0,24.0,44.0,59,,,,2.3475905,48.8412746,75
265,2010,bcpst,PC BIO,ESPCI ParisTech,,,,,,,,,,234.0,5.0,60.0,20.0,6,,,,2.3475905,48.8412746,75
266,2011,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,220.0,2.0,50.0,50.0,3.0,,,,2.3435537,48.84421,75
267,2011,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,742,3.0,66.0,0.0,3.0,,,,2.3435537,48.84421,75
268,2011,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,414,63.0,50.0,23.0,60.0,,,,2.3435537,48.84421,75
269,2012,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,809,2.0,50.0,50.0,3.0,,,,2.3435537,48.84421,75
270,2012,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,413,60.0,60.0,35.0,60.0,,,,2.3435537,48.84421,75
271,2012,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,233.0,2.0,50.0,0.0,3.0,,,,2.3435537,48.84421,75
272,2013,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,720,0.0,0.0,0.0,3.0,,,,2.3435537,48.84421,75
273,2013,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,445,59.0,47.0,23.0,60.0,,,,2.3435537,48.84421,75
274,2013,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,139.0,2.0,50.0,0.0,3.0,,,,2.3435537,48.84421,75
275,2014,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,910,1.0,100.0,0.0,3.0,,,,2.3435537,48.84421,75
276,2014,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,449,63.0,47.0,21.0,60.0,,,,2.3435537,48.84421,75
277,2014,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,212.0,1.0,0.0,100.0,3.0,,,,2.3435537,48.84421,75
278,2015,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,441,60.0,61.0,27.0,60.0,,,,2.3435537,48.84421,75
279,2015,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,128.0,3.0,33.0,67.0,2.0,,,,2.3435537,48.84421,75
280,2015,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,762,2.0,50.0,50.0,3.0,,,,2.3435537,48.84421,75
281,2016,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,277.0,3.0,33.3,0.0,3.0,,,,2.3435537,48.84421,75
282,2016,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,847.0,2.0,50.0,0.0,3.0,,,,2.3435537,48.84421,75
283,2016,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,420.0,63.0,49.2,22.2,62.0,,,,2.3435537,48.84421,75
284,2020,pc,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,68.0,48.5,10.3,65.0,,756.0,737.0,2.3435537,48.84421,75
285,2020,tpc,CONCOURS COMMUN INP,Chimie ParisTech,,,,,,,,,,,1.0,0.0,0.0,2.0,,3.0,3.0,2.3435537,48.84421,75
286,2020,psi,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,0.0,0.0,0.0,2.0,,0.0,0.0,2.3435537,48.84421,75
287,2020,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,,3.0,100.0,0.0,3.0,,118.0,114.0,2.3435537,48.84421,75
288,2020,mp,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,1.0,0.0,0.0,2.0,,842.0,842.0,2.3435537,48.84421,75
289,2019,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,,3.0,0.0,33.3,3.0,,175.0,175.0,2.3435537,48.84421,75
290,2019,mp,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,1.0,0.0,0.0,2.0,,1334.0,1334.0,2.3435537,48.84421,75
291,2019,tpc,CONCOURS COMMUN INP,Chimie ParisTech,,,,,,,,,,,2.0,0.0,0.0,2.0,,3.0,3.0,2.3435537,48.84421,75
292,2019,pc,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,64.0,57.8,18.8,65.0,,754.0,675.0,2.3435537,48.84421,75
293,2010,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,512,63.0,60.0,24.0,60,,,,2.3435537,48.84421,75
294,2010,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,250.0,0.0,0.0,0.0,3,,,,2.3435537,48.84421,75
295,2010,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,891,3.0,66.0,0.0,3,,,,2.3435537,48.84421,75
296,2017,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,180.0,3.0,100.0,0.0,3,,,,2.3435537,48.84421,75
297,2017,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,452.0,69.0,40.6,27.5,65,,,,2.3435537,48.84421,75
298,2017,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,764.0,0.0,0.0,0.0,3,,,,2.3435537,48.84421,75
299,2018,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,Chimie ParisTech,,,,,,,,,,,56.0,46.4,14.3,65,,309.0,287.0,2.3435537,48.84421,75
300,2018,mp,CONCOURS COMMUNS POLYTECHNIQUES,Chimie ParisTech,,,,,,,,,,,1.0,0.0,100.0,2,,878.0,878.0,2.3435537,48.84421,75
301,2018,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,,3.0,66.7,33.3,3,,164.0,169.0,2.3435537,48.84421,75
302,2021,psi,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,0.0,0.0,0.0,2,,0.0,0.0,2.3435537,48.84421,75
303,2021,bcpst,PC BIO,Chimie ParisTech,,,,,,,,,,,3.0,0.0,0.0,3,,126.0,117.0,2.3435537,48.84421,75
304,2021,mp,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,0.0,0.0,0.0,2,,0.0,0.0,2.3435537,48.84421,75
305,2021,pc,CONCOURS COMMUN MINES-PONTS,Chimie ParisTech,,,,,,,,,,,63.0,52.4,14.3,62.0,,823.0,801.0,2.3435537,48.84421,75
306,2021,tpc,CONCOURS COMMUN INP,Chimie ParisTech,,,,,,,,,,,2.0,100.0,0.0,2,,3.0,3.0,2.3435537,48.84421,75
307,2011,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,291.0,2.0,100.0,0.0,4.0,,,,3.8654683,43.6347823,34
308,2011,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1157,62.0,70.0,18.0,60.0,,,,3.8654683,43.6347823,34
309,2012,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1082,58.0,58.0,33.0,60.0,,,,3.8654683,43.6347823,34
310,2012,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,116.0,3.0,66.0,67.0,3.0,,,,3.8654683,43.6347823,34
311,2013,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1140,58.0,53.0,16.0,60.0,,,,3.8654683,43.6347823,34
312,2013,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,153.0,2.0,50.0,100.0,2.0,,,,3.8654683,43.6347823,34
313,2014,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,912,60.0,51.0,19.0,60.0,,,,3.8654683,43.6347823,34
314,2014,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,155.0,2.0,50.0,50.0,2.0,,,,3.8654683,43.6347823,34
315,2015,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,915,58.0,50.0,32.0,60.0,,,,3.8654683,43.6347823,34
316,2015,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,299.0,2.0,100.0,0.0,2.0,,,,3.8654683,43.6347823,34
317,2006,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,228.0,4.0,100.0,25.0,4.0,,,,3.8654683,43.6347823,34
318,2006,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1259.0,54.0,55.0,30.0,58.0,,,,3.8654683,43.6347823,34
319,2006,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSC Montpellier,,,,,,,,,,2215.0,1.0,0.0,0.0,2.0,,,,3.8654683,43.6347823,34
320,2016,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,302.0,2.0,100.0,0.0,2.0,,,,3.8654683,43.6347823,34
321,2016,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1056.0,65.0,60.0,12.3,60.0,,,,3.8654683,43.6347823,34
322,2009,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,262.0,3.0,66.0,34.0,5.0,,,,3.8654683,43.6347823,34
323,2009,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1337,57.0,52.0,20.0,58.0,,,,3.8654683,43.6347823,34
324,2003,PC,CCP : ECOLES DE CHIMIE,ENSC Montpellier,,,,,,,,,,,58.0,48.0,29.0,58.0,850.0,,,3.8654683,43.6347823,34
325,2003,BCPST,PC BIO,ENSC Montpellier,,,,,,,,,,,4.0,75.0,25.0,4.0,204.0,,,3.8654683,43.6347823,34
326,2003,PSI,CONC. COMM. POLYTECHNIQUE,ENSC Montpellier,,,,,,,,,,,1.0,100.0,0.0,2.0,1944.0,,,3.8654683,43.6347823,34
327,2020,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,,58.0,55.2,8.6,60.0,,797.0,795.0,3.8654683,43.6347823,34
328,2020,tpc,CONCOURS COMMUN INP,ENSC Montpellier,,,,,,,,,,,2.0,50.0,0.0,2.0,,2.0,2.0,3.8654683,43.6347823,34
329,2020,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,,2.0,50.0,100.0,2.0,,219.0,219.0,3.8654683,43.6347823,34
330,2008,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,312.0,3.0,0.0,34.0,4.0,,,,3.8654683,43.6347823,34
331,2008,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1496,61.0,55.0,28.0,58.0,,,,3.8654683,43.6347823,34
332,2008,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSC Montpellier,,,,,,,,,,2082,0.0,0.0,0.0,2.0,,,,3.8654683,43.6347823,34
333,2007,BCPST,PC BIO,ENSC Montpellier,,,,,,,,,,205.0,4.0,50.0,50.0,4.0,,,,3.8654683,43.6347823,34
334,2007,PSI,CONCOURS COMMUNS POLYTECHNIQUES,ENSC Montpellier,,,,,,,,,,2597.0,3.0,66.0,0.0,2.0,,,,3.8654683,43.6347823,34
335,2007,PC,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSC Montpellier,,,,,,,,,,1463.0,62.0,62.0,18.0,58.0,,,,3.8654683,43.6347823,34
336,2019,bcpst,PC BIO,ENSC Montpellier,,,,,,,,,,,2.0,50.0,50.0,2.0,,342.0,342.0,3.8654683,43.6347823,34
337,2019,tpc,CONCOURS COMMUN INP,ENSC Montpellier,,,,,,,,,,,2.0,50.0,0.0,2.0,,4.0,4.0,3.8654683,43.6347823,34
